Test Method=tm1(), Test Class=CTest [JUNIT3], References={CTest.c:C, var3:boolean, var1:boolean, var1:boolean, CTest.c:C, var1:boolean, var3:boolean, var1:boolean, var3:boolean, CTest.c:C, }, Invocations={C.C():void, CTest.thm3(java.lang.String, boolean):void, CTest.thm3(java.lang.String, boolean):void, C.m1(java.lang.String):boolean, C.m2(java.lang.String, java.lang.String):UNKNOWNP.UNKNOWN, CTest.thm2(java.lang.String):void, CTest.thm1(java.lang.String):void, CTest.thm1(java.lang.String):void, CTest.thm2(java.lang.String):void, }, Assertions={fail, }
id=3623 rank=1 score=2.860 fqn=org.exist.xmldb.test.DTMHandleTest heuristics={A:1.000, R:1.000, K:0.860}
id=3839 rank=1 score=2.860 fqn=org.exist.xmldb.DTMHandleTest heuristics={A:1.000, R:1.000, K:0.860}
id=13586 rank=3 score=2.612 fqn=de.schlund.pfixxml.util.XmlTest heuristics={A:1.000, R:1.000, K:0.612}
id=3815 rank=4 score=2.576 fqn=org.exist.xmldb.IndexingTest heuristics={A:1.000, R:1.000, K:0.576}
id=3575 rank=4 score=2.576 fqn=org.exist.xmldb.test.IndexingTest heuristics={A:1.000, R:1.000, K:0.576}
id=3831 rank=6 score=2.525 fqn=org.exist.xmldb.DOMTestJUnit heuristics={A:1.000, R:1.000, K:0.525}
id=3609 rank=6 score=2.525 fqn=org.exist.xmldb.test.DOMTestJUnit heuristics={A:1.000, R:1.000, K:0.525}
id=5082 rank=8 score=2.515 fqn=test.org.softnetwork.xml.sax.helpers.TestSaxReader heuristics={A:1.000, R:1.000, K:0.515}
id=19478 rank=9 score=2.470 fqn=fll.web.FullTournamentTest heuristics={A:1.000, R:1.000, K:0.470}
id=5564 rank=10 score=2.443 fqn=org.joda.time.TestDateTimeComparator heuristics={A:1.000, R:1.000, K:0.443}
id=12636 rank=11 score=2.325 fqn=org.dhmp.util.BasicHierarchicalMapTest heuristics={A:1.000, R:1.000, K:0.325}
id=12229 rank=12 score=2.301 fqn=Run_Time.TypeCheckTest heuristics={A:1.000, R:1.000, K:0.301}
id=6987 rank=13 score=2.299 fqn=datadog.sessions.JdbcTransactionTest heuristics={A:1.000, R:1.000, K:0.299}
id=14107 rank=14 score=2.290 fqn=org.openjf.BoardContainerTest heuristics={A:1.000, R:1.000, K:0.290}
id=5491 rank=15 score=2.279 fqn=org.joda.time.convert.TestConverterManager heuristics={A:1.000, R:1.000, K:0.279}
id=3582 rank=16 score=2.265 fqn=org.exist.xmldb.test.RemoteQueryTest heuristics={A:1.000, R:1.000, K:0.265}
id=3820 rank=16 score=2.265 fqn=org.exist.xmldb.RemoteQueryTest heuristics={A:1.000, R:1.000, K:0.265}
id=18623 rank=18 score=2.208 fqn=org.lockss.exporter.biblio.TestBibliographicOrderScorer heuristics={A:1.000, R:1.000, K:0.208}
id=8618 rank=19 score=2.196 fqn=quickfix.SessionScheduleTest heuristics={A:1.000, R:1.000, K:0.196}
id=4442 rank=20 score=2.188 fqn=tests.org.ntropa.build.html.MarkedUpHtmlParserTest heuristics={A:1.000, R:1.000, K:0.188}
id=15030 rank=21 score=2.185 fqn=org.jaxlib.junit.XTestCase heuristics={A:1.000, R:1.000, K:0.185}
id=8456 rank=22 score=2.184 fqn=quickfix.MessageTest heuristics={A:1.000, R:1.000, K:0.184}
id=14724 rank=23 score=2.000 fqn=com.zimbra.qa.unittest.TestTags heuristics={A:1.000, R:1.000}
id=3311 rank=265 score=1.000 fqn=net.sf.wallace.mina.IMAP4ProtocolDecoderTest heuristics={A:1.000}
id=4408 rank=265 score=1.000 fqn=tests.org.ntropa.build.channel.FileLocationTest heuristics={A:1.000}
id=1400 rank=265 score=1.000 fqn=org.gtvstudio.planner.data.test.PlannerServiceTest heuristics={A:1.000}
id=2645 rank=265 score=1.000 fqn=fit.FitMatcherTest heuristics={A:1.000}
id=5023 rank=265 score=1.000 fqn=ar.com.jiji.kaya.utils.DateUtilsTest heuristics={A:1.000}
id=5532 rank=265 score=1.000 fqn=org.joda.time.field.TestScaledDurationField heuristics={A:1.000}
id=7647 rank=265 score=1.000 fqn=com.kneobase.web.robots.SourcesTest heuristics={A:1.000}
id=8623 rank=265 score=1.000 fqn=quickfix.SerializationTest heuristics={A:1.000}
id=9352 rank=265 score=1.000 fqn=org.acegisecurity.ui.basicauth.BasicProcessingFilterEntryPointTests heuristics={A:1.000}
id=10075 rank=265 score=1.000 fqn=org.tockit.relations.model.tests.RelationTest heuristics={A:1.000}
id=11338 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.publishers.X10PublisherTest heuristics={A:1.000}
id=12885 rank=265 score=1.000 fqn=it.imolinfo.test.client.TestRuleContainsSuccess heuristics={A:1.000}
id=14177 rank=265 score=1.000 fqn=org.openjf.usergroup.GroupTest heuristics={A:1.000}
id=15775 rank=265 score=1.000 fqn=org.jpos.iso.IFA_BINARYTest heuristics={A:1.000}
id=18143 rank=265 score=1.000 fqn=org.mifos.core.MifosResourceUtilTest heuristics={A:1.000}
id=19668 rank=265 score=1.000 fqn=watij.WatijTestCase heuristics={A:1.000}
id=649 rank=265 score=1.000 fqn=org.concern.controller.ControllerLoadTest heuristics={A:1.000}
id=3505 rank=265 score=1.000 fqn=org.exist.xquery.test.XQueryFunctionsTest heuristics={A:1.000}
id=2045 rank=265 score=1.000 fqn=it.imolinfo.jbi4corba.test.webservice.generator.ProviderServiceClassesGeneratorTest heuristics={A:1.000}
id=4534 rank=265 score=1.000 fqn=tests.org.ntropa.runtime.sao.PlaceholderReplacementStackTest heuristics={A:1.000}
id=5488 rank=265 score=1.000 fqn=org.joda.time.TestInterval_Constructors heuristics={A:1.000}
id=6001 rank=265 score=1.000 fqn=it.imolinfo.jbi4cics.test.mapping.coboltypes.JavaBigDecimalTypeMappingTest heuristics={A:1.000}
id=7482 rank=265 score=1.000 fqn=com.kneobase.driver.condition.PathConditionTest heuristics={A:1.000}
id=8209 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.app.TestCommandActionTask heuristics={A:1.000}
id=9148 rank=265 score=1.000 fqn=org.acegisecurity.providers.cas.CasAuthenticationProviderTests heuristics={A:1.000}
id=9656 rank=265 score=1.000 fqn=org.dbunit.dataset.AbstractTest heuristics={A:1.000}
id=11165 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.MainTest heuristics={A:1.000}
id=11706 rank=265 score=1.000 fqn=net.sf.jrmtool.javadb.test.TestProgramDatabase heuristics={A:1.000}
id=13639 rank=265 score=1.000 fqn=ie.omk.smpp.message.tlv.TLVTests heuristics={A:1.000}
id=15123 rank=265 score=1.000 fqn=jaxlib.lang.ExceptionsTest heuristics={A:1.000}
id=17356 rank=265 score=1.000 fqn=org.mifos.customers.center.business.CenterBOIntegrationTest heuristics={A:1.000}
id=19114 rank=265 score=1.000 fqn=org.dishevelled.timer.TimerTest heuristics={A:1.000}
id=1776 rank=265 score=1.000 fqn=test.org.mbari.jdo.castor.CastorJDBCConnectionTest heuristics={A:1.000}
id=3754 rank=265 score=1.000 fqn=org.exist.xquery.ConvertionsTest heuristics={A:1.000}
id=3114 rank=265 score=1.000 fqn=net.objectlab.kit.datecalc.common.UtilsTest heuristics={A:1.000}
id=4342 rank=265 score=1.000 fqn=org.jvoicexml.implementation.TestSpeakableSsmlText heuristics={A:1.000}
id=5562 rank=265 score=1.000 fqn=org.joda.time.TestAbstractPartial heuristics={A:1.000}
id=7958 rank=265 score=1.000 fqn=net.innig.util.EnumeratedTypeTest heuristics={A:1.000}
id=8999 rank=265 score=1.000 fqn=org.acegisecurity.util.PortResolverImplTests heuristics={A:1.000}
id=1206 rank=265 score=1.000 fqn=org.smartfrog.test.unit.sfcore.common.ConfigurationDescriptorTest heuristics={A:1.000}
id=3613 rank=265 score=1.000 fqn=org.exist.xmldb.test.XmldbURITest heuristics={A:1.000}
id=2348 rank=265 score=1.000 fqn=org.apache.commons.cli.OptionBuilderTest heuristics={A:1.000}
id=4904 rank=265 score=1.000 fqn=tudu.domain.model.TodoECTest heuristics={A:1.000}
id=5523 rank=265 score=1.000 fqn=org.joda.time.TestBaseSingleFieldPeriod heuristics={A:1.000}
id=6382 rank=265 score=1.000 fqn=com.amazon.carbonado.util.TestQuickConstructorGenerator heuristics={A:1.000}
id=7565 rank=265 score=1.000 fqn=com.kneobase.driver.SourceConfigurationTest heuristics={A:1.000}
id=8426 rank=265 score=1.000 fqn=quickfix.RepeatingGroupTest heuristics={A:1.000}
id=9286 rank=265 score=1.000 fqn=org.acegisecurity.ui.cas.ServicePropertiesTests heuristics={A:1.000}
id=15658 rank=265 score=1.000 fqn=iso.RightPadderTest heuristics={A:1.000}
id=19545 rank=265 score=1.000 fqn=com.innodata.xiruss.snapcm.api.helpers.RepositoryObjectMapTest heuristics={A:1.000}
id=1890 rank=265 score=1.000 fqn=de.kunysch.localimdb.tests.RatingsParserTest heuristics={A:1.000}
id=5475 rank=265 score=1.000 fqn=org.joda.time.TestMutableDateTime_Basics heuristics={A:1.000}
id=5956 rank=265 score=1.000 fqn=org.jfin.date.test.TenorTest heuristics={A:1.000}
id=7397 rank=265 score=1.000 fqn=de.tum.in.botl.math.equationSolver.impl.EquationSolverTest heuristics={A:1.000}
id=8154 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.builder.window.TestWindowUtils heuristics={A:1.000}
id=9106 rank=265 score=1.000 fqn=org.acegisecurity.providers.ProviderManagerTests heuristics={A:1.000}
id=9580 rank=265 score=1.000 fqn=org.acegisecurity.adapters.catalina.CatalinaAcegiUserRealmTests heuristics={A:1.000}
id=11106 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.util.XPathAwareChildTest heuristics={A:1.000}
id=11504 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.distributed.util.ZipUtilTest heuristics={A:1.000}
id=14960 rank=265 score=1.000 fqn=org.springframework.richclient.factory.LabelInfoTests heuristics={A:1.000}
id=17234 rank=265 score=1.000 fqn=org.mifos.config.ProcessFlowRulesIntegrationTest heuristics={A:1.000}
id=18959 rank=265 score=1.000 fqn=org.dishevelled.iconbundle.AbstractIconBundleTest heuristics={A:1.000}
id=19744 rank=265 score=1.000 fqn=org.jamon.parser.AbstractParserTest heuristics={A:1.000}
id=1080 rank=265 score=1.000 fqn=org.smartfrog.services.cddlm.test.unit.cdl.CdlLoaderTest heuristics={A:1.000}
id=2314 rank=265 score=1.000 fqn=test.domain.adddomain.TestAddMasterDomain heuristics={A:1.000}
id=4674 rank=265 score=1.000 fqn=com.luntsys.luntbuild.test.TestSchedule heuristics={A:1.000}
id=5509 rank=265 score=1.000 fqn=org.joda.time.TestMutableInterval_Constructors heuristics={A:1.000}
id=6169 rank=265 score=1.000 fqn=com.brimarx.icap10.stack.impl.iterable.SimpleIcapRequestParserTest heuristics={A:1.000}
id=7540 rank=265 score=1.000 fqn=com.kneobase.driver.content.SourceCriteriaTest heuristics={A:1.000}
id=8364 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.platform.swing.builder.action.TestSwingFormAction heuristics={A:1.000}
id=9225 rank=265 score=1.000 fqn=org.acegisecurity.providers.x509.X509AuthenticationProviderTests heuristics={A:1.000}
id=9891 rank=265 score=1.000 fqn=com.phenix.pct.PCTTest heuristics={A:1.000}
id=11224 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.sourcecontrols.PVCSTest heuristics={A:1.000}
id=12168 rank=265 score=1.000 fqn=net.sf.statsvn.input.BuilderTest heuristics={A:1.000}
id=13863 rank=265 score=1.000 fqn=net.sf.jameleon.bean.Javadoc2BeanTest heuristics={A:1.000}
id=15502 rank=265 score=1.000 fqn=org.unitils.easymock.LenientMocksControlTest heuristics={A:1.000}
id=17727 rank=265 score=1.000 fqn=org.mifos.framework.components.batchjobs.helpers.ProductStatusHelperIntegrationTest heuristics={A:1.000}
id=19417 rank=265 score=1.000 fqn=com.technoetic.xplanner.wiki.TestTwikiFormat heuristics={A:1.000}
id=5465 rank=265 score=1.000 fqn=org.joda.time.TestInstant_Basics heuristics={A:1.000}
id=5893 rank=265 score=1.000 fqn=com._17od.upm.database.TestAccountInformation heuristics={A:1.000}
id=7117 rank=265 score=1.000 fqn=net.sf.ngrease.ffp.UrlDefaultImplTest heuristics={A:1.000}
id=8094 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.builder.event.filter.TestAbstractEventFilter heuristics={A:1.000}
id=9053 rank=265 score=1.000 fqn=org.acegisecurity.userdetails.jdbc.JdbcDaoTests heuristics={A:1.000}
id=9529 rank=265 score=1.000 fqn=org.acegisecurity.intercept.web.AbstractFilterInvocationDefinitionSourceTests heuristics={A:1.000}
id=10907 rank=265 score=1.000 fqn=org.yactu.tools.stack.StackTest heuristics={A:1.000}
id=11469 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.ProjectConfigTest heuristics={A:1.000}
id=13387 rank=265 score=1.000 fqn=org.helianto.core.service.SecurityMgrImplTests heuristics={A:1.000}
id=14817 rank=265 score=1.000 fqn=org.springframework.richclient.command.config.CommandButtonLabelInfoTests heuristics={A:1.000}
id=16964 rank=265 score=1.000 fqn=org.mifos.application.collectionsheet.persistence.CollectionSheetReportPersistenceIntegrationTest heuristics={A:1.000}
id=18775 rank=265 score=1.000 fqn=net.sf.classifier4J.DefaultTokenizerTest heuristics={A:1.000}
id=1713 rank=265 score=1.000 fqn=test.org.mbari.vars.knowledgebase.model.dao.CrudTest1 heuristics={A:1.000}
id=2963 rank=265 score=1.000 fqn=org.rubypeople.rdt.debug.core.tests.FTC_DebuggerProxyTest heuristics={A:1.000}
id=4295 rank=265 score=1.000 fqn=org.jvoicexml.xml.srgs.TestSrgsXmlDocument heuristics={A:1.000}
id=5141 rank=265 score=1.000 fqn=org.jivesoftware.smack.filter.AndFilterTest heuristics={A:1.000}
id=6941 rank=265 score=1.000 fqn=datadog.db.model.ForeignKeyTest heuristics={A:1.000}
id=7727 rank=265 score=1.000 fqn=com.kneobase.extractors.BuildersSpringInstantationTest heuristics={A:1.000}
id=8933 rank=265 score=1.000 fqn=org.acegisecurity.context.HttpSessionContextIntegrationFilterTests heuristics={A:1.000}
id=9420 rank=265 score=1.000 fqn=org.acegisecurity.acl.basic.BasicAclProviderTests heuristics={A:1.000}
id=10312 rank=265 score=1.000 fqn=uddi.UDDIUpdaterTestCase heuristics={A:1.000}
id=11389 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.PluginRegistryTest heuristics={A:1.000}
id=9459 rank=265 score=1.000 fqn=org.acegisecurity.securechannel.RetryWithHttpsEntryPointTests heuristics={A:1.000}
id=10690 rank=265 score=1.000 fqn=test.com.ek.mitapp.ui.WizardTest heuristics={A:1.000}
id=11445 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.bootstrappers.LockFileBootstrapperTest heuristics={A:1.000}
id=14736 rank=265 score=1.000 fqn=net.objectlab.qalab.m2.util.UtilsTest heuristics={A:1.000}
id=18711 rank=265 score=1.000 fqn=com.abbhsoft.faq.dao.DeveloperDAOTest heuristics={A:1.000}
id=1841 rank=265 score=1.000 fqn=org.mbari.vars.query.ui.QueryResultsTest heuristics={A:1.000}
id=3413 rank=265 score=1.000 fqn=org.exist.util.test.DOMSerializerTest heuristics={A:1.000}
id=1631 rank=265 score=1.000 fqn=org.apache.commons.collections15.keyvalue.AbstractTestMapEntry heuristics={A:1.000}
id=2719 rank=265 score=1.000 fqn=net.sourceforge.cobertura.util.CommandLineBuilderTest heuristics={A:1.000}
id=5050 rank=265 score=1.000 fqn=ar.com.jiji.kaya.enhancer.EnhancerTestCase heuristics={A:1.000}
id=5537 rank=265 score=1.000 fqn=org.joda.time.format.TestDateTimeFormat heuristics={A:1.000}
id=6749 rank=265 score=1.000 fqn=org.opentradingsolutions.log4fix.importer.LogMessageParserTest heuristics={A:1.000}
id=7694 rank=265 score=1.000 fqn=com.kneobase.server.index.IndexManagerTest heuristics={A:1.000}
id=8677 rank=265 score=1.000 fqn=test.tvbrowserdataservice.DayProgramFileTest heuristics={A:1.000}
id=9376 rank=265 score=1.000 fqn=org.acegisecurity.vote.UnanimousBasedTests heuristics={A:1.000}
id=10187 rank=265 score=1.000 fqn=net.sf.jruby.rails.functional.FunctionalTestStandAlone heuristics={A:1.000}
id=11356 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.publishers.ConditionalPublisherTestBase heuristics={A:1.000}
id=14226 rank=265 score=1.000 fqn=org.dataisland.primitives.format.BigIntegerDataIslandFormatTestCase heuristics={A:1.000}
id=15837 rank=265 score=1.000 fqn=net.pieroxy.sdoss.tests.AbstractTest heuristics={A:1.000}
id=18279 rank=265 score=1.000 fqn=org.mifos.rest.approval.aop.ApprovalInterceptorTest heuristics={A:1.000}
id=19705 rank=265 score=1.000 fqn=it.imolinfo.jbi4cics.test.mapping.coboltypes.CobolPackedDecimalTypeMappingTest heuristics={A:1.000}
id=936 rank=265 score=1.000 fqn=net.sf.k2devel.k2asm.EncodingTest heuristics={A:1.000}
id=3525 rank=265 score=1.000 fqn=org.exist.xquery.value.test.AbstractTimeRelatedTestCase heuristics={A:1.000}
id=2142 rank=265 score=1.000 fqn=com.sdm.util.model.AspectAdapterTest heuristics={A:1.000}
id=3833 rank=265 score=1.000 fqn=org.exist.xmldb.CollectionTest heuristics={A:1.000}
id=4566 rank=265 score=1.000 fqn=com.tomgibara.pronto.state.StateEngineTest heuristics={A:1.000}
id=6017 rank=265 score=1.000 fqn=it.imolinfo.jbi4cics.test.jbi.JBIServiceTest heuristics={A:1.000}
id=7501 rank=265 score=1.000 fqn=com.kneobase.driver.zip.ZipAdapterTest heuristics={A:1.000}
id=8261 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.layout.TestButtonLayout heuristics={A:1.000}
id=9174 rank=265 score=1.000 fqn=org.acegisecurity.providers.anonymous.AnonymousAuthenticationProviderTests heuristics={A:1.000}
id=11180 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.sourcecontrols.TriggersTest heuristics={A:1.000}
id=11953 rank=265 score=1.000 fqn=sourcediff.build.JavaTreeBuilderTest heuristics={A:1.000}
id=17398 rank=265 score=1.000 fqn=org.mifos.customers.checklist.business.service.CheckListBusinessServiceTest heuristics={A:1.000}
id=19835 rank=265 score=1.000 fqn=org.helianto.core.mail.ConfigurableMailSenderImplTests heuristics={A:1.000}
id=1813 rank=265 score=1.000 fqn=org.mbari.vars.knowledgebase.model.dao.KnowledgeBaseCacheTest heuristics={A:1.000}
id=3766 rank=265 score=1.000 fqn=org.exist.xquery.DocumentUpdateTest heuristics={A:1.000}
id=3290 rank=265 score=1.000 fqn=net.sf.wallace.WallaceServerConfigTest heuristics={A:1.000}
id=4385 rank=265 score=1.000 fqn=tests.org.ntropa.build.ConstantsTest heuristics={A:1.000}
id=5419 rank=265 score=1.000 fqn=org.joda.time.TestMutableDateTime_Adds heuristics={A:1.000}
id=5573 rank=265 score=1.000 fqn=org.joda.time.TestPeriodType heuristics={A:1.000}
id=1315 rank=265 score=1.000 fqn=org.nightlabs.jfire.test.util.JFireTestCase heuristics={A:1.000}
id=2585 rank=265 score=1.000 fqn=fitnesse.socketservice.SocketServiceTest heuristics={A:1.000}
id=5013 rank=265 score=1.000 fqn=ar.com.jiji.kaya.templates.RtfTemplateTest heuristics={A:1.000}
id=5528 rank=265 score=1.000 fqn=org.joda.time.TestMonths heuristics={A:1.000}
id=7581 rank=265 score=1.000 fqn=com.kneobase.search.query.NaturalQueryTest heuristics={A:1.000}
id=8593 rank=265 score=1.000 fqn=quickfix.mina.message.FIXMessageEncoderTest heuristics={A:1.000}
id=9323 rank=265 score=1.000 fqn=org.acegisecurity.ui.digestauth.DigestProcessingFilterEntryPointTests heuristics={A:1.000}
id=12703 rank=265 score=1.000 fqn=org.jgenesis.helper.MaskFormatTest heuristics={A:1.000}
id=15751 rank=265 score=1.000 fqn=org.jpos.iso.IFB_LLLHCHARTest heuristics={A:1.000}
id=17989 rank=265 score=1.000 fqn=org.mifos.reports.business.service.ReportProductOfferingServiceIntegrationTest heuristics={A:1.000}
id=19609 rank=265 score=1.000 fqn=net.kano.joscar.SelfTest heuristics={A:1.000}
id=256 rank=265 score=1.000 fqn=org.jrdf.graph.AbstractGraphUnitTest heuristics={A:1.000}
id=3490 rank=265 score=1.000 fqn=org.exist.xquery.test.QueryPoolTest heuristics={A:1.000}
id=2024 rank=265 score=1.000 fqn=com.klaiber.xorio.structuredcontent.fieldtypes.TestN2MRelationField heuristics={A:1.000}
id=3817 rank=265 score=1.000 fqn=org.exist.xmldb.CopyMoveTest heuristics={A:1.000}
id=4448 rank=265 score=1.000 fqn=tests.org.ntropa.build.html.ServerActiveHtmlAttributesTest heuristics={A:1.000}
id=5481 rank=265 score=1.000 fqn=org.joda.time.TestDateMidnight_Constructors heuristics={A:1.000}
id=5987 rank=265 score=1.000 fqn=it.imolinfo.jbi4cics.test.mapping.commarea.SimpleCommareaMappingTest heuristics={A:1.000}
id=8197 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.builder.action.TestMapActionTaskFactory heuristics={A:1.000}
id=9134 rank=265 score=1.000 fqn=org.acegisecurity.providers.cas.proxy.AcceptAnyCasProxyTests heuristics={A:1.000}
id=11594 rank=265 score=1.000 fqn=net.sf.dataexpert.tests.backend.TestPgDBMSInformationService heuristics={A:1.000}
id=13614 rank=265 score=1.000 fqn=ie.omk.smpp.TestConnection heuristics={A:1.000}
id=15011 rank=265 score=1.000 fqn=org.springframework.richclient.settings.j2seprefs.PreferencesSettingsFactoryTests heuristics={A:1.000}
id=19022 rank=265 score=1.000 fqn=org.dishevelled.layout.LabelFieldLayoutTest heuristics={A:1.000}
id=14343 rank=265 score=1.000 fqn=org.nextmock.SourceFileWriterTest heuristics={A:1.000}
id=16149 rank=265 score=1.000 fqn=org.mifos.accounts.api.StandardAccountServiceIntegrationTest heuristics={A:1.000}
id=3022 rank=265 score=1.000 fqn=junittests.JmlParserTest heuristics={A:1.000}
id=4313 rank=265 score=1.000 fqn=org.jvoicexml.interpreter.grammar.TestSrgsXmlGrammarIdentifier heuristics={A:1.000}
id=5182 rank=265 score=1.000 fqn=org.jdtaus.common.dtaus.AbstractPhysicalFileTest heuristics={A:1.000}
id=5554 rank=265 score=1.000 fqn=org.joda.time.TestPartial_Constructors heuristics={A:1.000}
id=9447 rank=265 score=1.000 fqn=org.acegisecurity.securechannel.RetryWithHttpEntryPointTests heuristics={A:1.000}
id=10464 rank=265 score=1.000 fqn=net.sourceforge.toscanaj.model.diagram.tests.DiagramNodeTest heuristics={A:1.000}
id=1165 rank=265 score=1.000 fqn=org.smartfrog.services.junit.test.unit.ListFlatteningTest heuristics={A:1.000}
id=3603 rank=265 score=1.000 fqn=org.exist.xmldb.test.ResourceSetTest heuristics={A:1.000}
id=2338 rank=265 score=1.000 fqn=org.apache.commons.cli.ValuesTest heuristics={A:1.000}
id=4723 rank=265 score=1.000 fqn=org.carrot2.input.xml.XmlLocalInputComponentTest heuristics={A:1.000}
id=5517 rank=265 score=1.000 fqn=org.joda.time.TestMutablePeriod_Constructors heuristics={A:1.000}
id=6299 rank=265 score=1.000 fqn=net.sf.jgabl2.core.data.pq.impl.PairingHeapTest heuristics={A:1.000}
id=7557 rank=265 score=1.000 fqn=com.kneobase.driver.documentbuilder.BasenameBuilderTest heuristics={A:1.000}
id=8383 rank=265 score=1.000 fqn=net.sf.jguiraffe.locators.TestFileLocator heuristics={A:1.000}
id=9254 rank=265 score=1.000 fqn=org.acegisecurity.adapters.HttpRequestIntegrationFilterTests heuristics={A:1.000}
id=9917 rank=265 score=1.000 fqn=net.sourceforge.voctutor.io.FileHistoryTest heuristics={A:1.000}
id=12492 rank=265 score=1.000 fqn=games.strategy.engine.lobby.server.userDB.DBUserControllerTest heuristics={A:1.000}
id=15615 rank=265 score=1.000 fqn=iso.IF_UNUSEDTest heuristics={A:1.000}
id=17786 rank=265 score=1.000 fqn=org.mifos.framework.formulaic.ValidatorsTest heuristics={A:1.000}
id=19498 rank=265 score=1.000 fqn=com.innodata.xiruss.repository.client.importers.BosTest heuristics={A:1.000}
id=3792 rank=265 score=1.000 fqn=org.exist.xquery.ValueIndexTest heuristics={A:1.000}
id=4432 rank=265 score=1.000 fqn=tests.org.ntropa.build.html.ServerActiveHtmlTest heuristics={A:1.000}
id=5471 rank=265 score=1.000 fqn=org.joda.time.chrono.TestEthiopicChronology heuristics={A:1.000}
id=5945 rank=265 score=1.000 fqn=org.jfin.date.test.holiday.defaultimpl.DateAdvanceTest heuristics={A:1.000}
id=7254 rank=265 score=1.000 fqn=fitnesse.wiki.FileSystemPageVersioningTest heuristics={A:1.000}
id=8131 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.builder.components.tags.TestFormBaseTag heuristics={A:1.000}
id=9560 rank=265 score=1.000 fqn=org.acegisecurity.concurrent.ConcurrentSessionFilterTests heuristics={A:1.000}
id=11491 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.listeners.CurrentBuildStatusPageListenerTest heuristics={A:1.000}
id=13437 rank=265 score=1.000 fqn=org.helianto.core.security.UserDetailsAdapterTests heuristics={A:1.000}
id=17033 rank=265 score=1.000 fqn=org.mifos.application.meeting.business.MeetingBOIntegrationTest heuristics={A:1.000}
id=18951 rank=265 score=1.000 fqn=org.dishevelled.matrix.BitMatrix1DTest heuristics={A:1.000}
id=1754 rank=265 score=1.000 fqn=test.org.mbari.vars.annotation.model.dao.DAOEventQueueTest heuristics={A:1.000}
id=3732 rank=265 score=1.000 fqn=org.exist.memtree.test.DOMIndexerTest heuristics={A:1.000}
id=4614 rank=265 score=1.000 fqn=com.tomgibara.pronto.config.source.URLConfigSourceTest heuristics={A:1.000}
id=5503 rank=265 score=1.000 fqn=org.joda.time.TestLocalTime_Constructors heuristics={A:1.000}
id=6103 rank=265 score=1.000 fqn=com.brimarx.internet.stack.SimpleHttpResponseSerializerTest heuristics={A:1.000}
id=7522 rank=265 score=1.000 fqn=com.kneobase.driver.rdbms.DBContentSourceTest heuristics={A:1.000}
id=8296 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.layout.TestNumberWithUnit heuristics={A:1.000}
id=9194 rank=265 score=1.000 fqn=org.acegisecurity.providers.dao.salt.SystemWideSaltSourceTests heuristics={A:1.000}
id=9861 rank=265 score=1.000 fqn=test.net.sf.platypuswiki.content.persistance.ContentPersistanceManagerTest heuristics={A:1.000}
id=12064 rank=265 score=1.000 fqn=net.buffalo.service.invoker.BuffaloInvokerTest heuristics={A:1.000}
id=15468 rank=265 score=1.000 fqn=org.unitils.util.ModuleUtilsTest heuristics={A:1.000}
id=17510 rank=265 score=1.000 fqn=org.mifos.customers.office.business.service.OfficeBusinessServiceTest heuristics={A:1.000}
id=7092 rank=265 score=1.000 fqn=net.sf.ngrease.ffp.ImmutableElementListTest heuristics={A:1.000}
id=8067 rank=265 score=1.000 fqn=ori.impl.XmlProviderTest heuristics={A:1.000}
id=9024 rank=265 score=1.000 fqn=org.acegisecurity.util.PortMapperImplTests heuristics={A:1.000}
id=9495 rank=265 score=1.000 fqn=org.acegisecurity.intercept.method.aopalliance.MethodSecurityInterceptorTests heuristics={A:1.000}
id=10805 rank=265 score=1.000 fqn=fu.util.t.MasonTest heuristics={A:1.000}
id=11456 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.bootstrappers.CVSBootstrapperTest heuristics={A:1.000}
id=13343 rank=265 score=1.000 fqn=org.helianto.core.creation.AuthenticationCreatorTests heuristics={A:1.000}
id=14791 rank=265 score=1.000 fqn=org.springframework.richclient.form.builder.support.ConfigurableFormComponentInterceptorFactoryTests heuristics={A:1.000}
id=16718 rank=265 score=1.000 fqn=org.mifos.accounts.productdefinition.business.service.ProductCategoryBusinessServiceTest heuristics={A:1.000}
